Band [Hz],HR tones [Hz],Run length [s]
"50--2,500","50.0, 65.0, 84.0, 109.0, 142.0, 184.0, 239.0, 310.0, 403.0, 523.0, 679.0, 881.0, 1143.0, 1484.0, 1926.0, 2500.0",20
